ID,YEAR,CAUSE_NAME,STATE,DEATHS,AADR
1852,2005,Suicide,California,3206,9.09
1853,2005,Unintentional Injuries,California,11129,31.7
1854,2005,All Causes,Colorado,29627,752.1
1855,2005,Alzheimer's disease,Colorado,1064,29.52
1856,2005,Cancer,Colorado,6395,159.71
1857,2005,Chronic liver disease and cirrhosis,Colorado,436,9.46
1858,2005,Chronic lower respiratory disease,Colorado,1914,50.88
1859,2005,Diabetes,Colorado,753,19.28
1860,2005,Diseases of Heart,Colorado,6307,164.83
1861,2005,Essential hypertension and hypertensive renal disease,Colorado,235,6.31
1862,2005,Homicide,Colorado,182,3.84
1863,2005,Influenza and pneumonia,Colorado,666,17.58
1864,2005,Kidney Disease,Colorado,470,12.51
1865,2005,Parkinson's disease,Colorado,269,7.48
1866,2005,Pneumonitis due to solids and liquids,Colorado,268,7.2
1867,2005,Septicemia,Colorado,278,7.05
1868,2005,Stroke,Colorado,1599,42.63
1869,2005,Suicide,Colorado,800,17.24
1870,2005,Unintentional Injuries,Colorado,1947,44.13
1871,2005,All Causes,Connecticut,29467,717.7
1872,2005,Alzheimer's disease,Connecticut,777,17.4
1873,2005,Cancer,Connecticut,7052,176.81
1874,2005,Chronic liver disease and cirrhosis,Connecticut,283,7.19
1875,2005,Chronic lower respiratory disease,Connecticut,1471,36.06
1876,2005,Diabetes,Connecticut,811,20.02
1877,2005,Diseases of Heart,Connecticut,7650,180.74
1878,2005,Essential hypertension and hypertensive renal disease,Connecticut,330,7.75
1879,2005,Homicide,Connecticut,107,3.22
1880,2005,Influenza and pneumonia,Connecticut,956,21.86
1881,2005,Kidney Disease,Connecticut,580,13.71
1882,2005,Parkinson's disease,Connecticut,239,5.65
1883,2005,Pneumonitis due to solids and liquids,Connecticut,397,9.22
1884,2005,Septicemia,Connecticut,614,14.93
1885,2005,Stroke,Connecticut,1528,36.22
1886,2005,Suicide,Connecticut,295,8.11
1887,2005,Unintentional Injuries,Connecticut,1134,30.25
1888,2005,All Causes,Delaware,7472,851.4
1889,2005,Alzheimer's disease,Delaware,180,21.23
1890,2005,Cancer,Delaware,1799,199.1
1891,2005,Chronic liver disease and cirrhosis,Delaware,67,7.27
1892,2005,Chronic lower respiratory disease,Delaware,411,46.8
1893,2005,Diabetes,Delaware,233,26.45
1894,2005,Diseases of Heart,Delaware,2031,232.32
1895,2005,Essential hypertension and hypertensive renal disease,Delaware,71,8.26
1896,2005,Homicide,Delaware,55,6.58
1897,2005,Influenza and pneumonia,Delaware,162,18.83
1898,2005,Kidney Disease,Delaware,128,14.69
1899,2005,Parkinson's disease,Delaware,67,7.76
1900,2005,Pneumonitis due to solids and liquids,Delaware,54,6.26
1901,2005,Septicemia,Delaware,128,14.58
1902,2005,Stroke,Delaware,384,44.27
1903,2005,Suicide,Delaware,83,9.66
1904,2005,Unintentional Injuries,Delaware,293,34.45
1905,2005,All Causes,District of Columbia,5483,970.6
1906,2005,Alzheimer's disease,District of Columbia,112,19.73
1907,2005,Cancer,District of Columbia,1151,205.27
1908,2005,Chronic liver disease and cirrhosis,District of Columbia,67,11.63
1909,2005,Chronic lower respiratory disease,District of Columbia,132,23.99
1910,2005,Diabetes,District of Columbia,192,34.44
1911,2005,Diseases of Heart,District of Columbia,1518,270.34
1912,2005,Essential hypertension and hypertensive renal disease,District of Columbia,54,9.62
1913,2005,Homicide,District of Columbia,180,28.3
1914,2005,Influenza and pneumonia,District of Columbia,98,17.18
1915,2005,Kidney Disease,District of Columbia,68,12.13
1916,2005,Parkinson's disease,District of Columbia,27,4.85
1917,2005,Pneumonitis due to solids and liquids,District of Columbia,31,5.47
1918,2005,Septicemia,District of Columbia,133,23.62
1919,2005,Stroke,District of Columbia,231,41.18
1920,2005,Suicide,District of Columbia,33,5.4
1921,2005,Unintentional Injuries,District of Columbia,207,35.79
1922,2005,All Causes,Florida,170791,761.9
1923,2005,Alzheimer's disease,Florida,4608,19.4
1924,2005,Cancer,Florida,40592,178.38
1925,2005,Chronic liver disease and cirrhosis,Florida,2139,10.09
1926,2005,Chronic lower respiratory disease,Florida,9482,40.43
1927,2005,Diabetes,Florida,5193,22.74
1928,2005,Diseases of Heart,Florida,46279,199.97
1929,2005,Essential hypertension and hypertensive renal disease,Florida,1813,7.82
1930,2005,Homicide,Florida,998,5.85
1931,2005,Influenza and pneumonia,Florida,2802,12.21
1932,2005,Kidney Disease,Florida,2416,10.47
1933,2005,Parkinson's disease,Florida,1468,6.14
1934,2005,Pneumonitis due to solids and liquids,Florida,932,3.95
1935,2005,Septicemia,Florida,1845,8.12
1936,2005,Stroke,Florida,9361,40.31
1937,2005,Suicide,Florida,2347,12.49
1938,2005,Unintentional Injuries,Florida,8868,47.11
1939,2005,All Causes,Georgia,66736,910.5
1940,2005,Alzheimer's disease,Georgia,1745,27.38
1941,2005,Cancer,Georgia,14358,189.86
1942,2005,Chronic liver disease and cirrhosis,Georgia,689,8.21
1943,2005,Chronic lower respiratory disease,Georgia,3411,48.44
1944,2005,Diabetes,Georgia,1742,23.24
1945,2005,Diseases of Heart,Georgia,16781,236
1946,2005,Essential hypertension and hypertensive renal disease,Georgia,922,13.01
1947,2005,Homicide,Georgia,649,7.14
1948,2005,Influenza and pneumonia,Georgia,1596,23.53
1949,2005,Kidney Disease,Georgia,1520,21.23
1950,2005,Parkinson's disease,Georgia,367,5.62
1951,2005,Pneumonitis due to solids and liquids,Georgia,435,6.49
1952,2005,Septicemia,Georgia,1321,18.13
1953,2005,Stroke,Georgia,3854,55.6
1954,2005,Suicide,Georgia,924,10.57
1955,2005,Unintentional Injuries,Georgia,3762,45.01
1956,2005,All Causes,Hawaii,9136,638.3
1957,2005,Alzheimer's disease,Hawaii,192,13.08
1958,2005,Cancer,Hawaii,2169,151.26
1959,2005,Chronic liver disease and cirrhosis,Hawaii,96,6.73
1960,2005,Chronic lower respiratory disease,Hawaii,287,19.83
1961,2005,Diabetes,Hawaii,218,15.13
1962,2005,Diseases of Heart,Hawaii,2319,160.91
1963,2005,Essential hypertension and hypertensive renal disease,Hawaii,100,6.9
1964,2005,Homicide,Hawaii,25,1.93
1965,2005,Influenza and pneumonia,Hawaii,241,16.49
1966,2005,Kidney Disease,Hawaii,150,10.45
1967,2005,Parkinson's disease,Hawaii,75,5.18
1968,2005,Pneumonitis due to solids and liquids,Hawaii,132,9.1
1969,2005,Septicemia,Hawaii,161,11.31
1970,2005,Stroke,Hawaii,688,47.56
1971,2005,Suicide,Hawaii,107,8.16
1972,2005,Unintentional Injuries,Hawaii,436,32.03
1973,2005,All Causes,Idaho,10556,781.2
1974,2005,Alzheimer's disease,Idaho,407,30.71
1975,2005,Cancer,Idaho,2368,174.6
1976,2005,Chronic liver disease and cirrhosis,Idaho,126,8.91
1977,2005,Chronic lower respiratory disease,Idaho,717,54.06
1978,2005,Diabetes,Idaho,299,22.37
1979,2005,Diseases of Heart,Idaho,2450,182.6
1980,2005,Essential hypertension and hypertensive renal disease,Idaho,74,5.53
1981,2005,Homicide,Idaho,45,3.18
1982,2005,Influenza and pneumonia,Idaho,289,21.54
1983,2005,Kidney Disease,Idaho,110,8.18
1984,2005,Parkinson's disease,Idaho,109,8.3
1985,2005,Pneumonitis due to solids and liquids,Idaho,96,7.12
1986,2005,Septicemia,Idaho,63,4.58
1987,2005,Stroke,Idaho,718,53.87
1988,2005,Suicide,Idaho,228,16.47
1989,2005,Unintentional Injuries,Idaho,606,43.7
1990,2005,All Causes,Illinois,103974,817.5
1991,2005,Alzheimer's disease,Illinois,2827,21.86
1992,2005,Cancer,Illinois,24250,192.12
1993,2005,Chronic liver disease and cirrhosis,Illinois,1002,7.84
1994,2005,Chronic lower respiratory disease,Illinois,5067,40.38
1995,2005,Diabetes,Illinois,3034,23.97
1996,2005,Diseases of Heart,Illinois,28226,220.72
1997,2005,Essential hypertension and hypertensive renal disease,Illinois,993,7.73
1998,2005,Homicide,Illinois,866,6.81
1999,2005,Influenza and pneumonia,Illinois,2949,22.95
2000,2005,Kidney Disease,Illinois,2402,18.91
2001,2005,Parkinson's disease,Illinois,897,7.12
2002,2005,Pneumonitis due to solids and liquids,Illinois,908,7.08
2003,2005,Septicemia,Illinois,1943,15.35
2004,2005,Stroke,Illinois,6252,49.03
2005,2005,Suicide,Illinois,1086,8.57
2006,2005,Unintentional Injuries,Illinois,4182,32.96
2007,2005,All Causes,Indiana,55675,874.3
2008,2005,Alzheimer's disease,Indiana,1651,26.02
2009,2005,Cancer,Indiana,12796,199.83
2010,2005,Chronic liver disease and cirrhosis,Indiana,496,7.6
2011,2005,Chronic lower respiratory disease,Indiana,3471,54.77
2012,2005,Diabetes,Indiana,1719,26.98
2013,2005,Diseases of Heart,Indiana,14542,227.9
2014,2005,Essential hypertension and hypertensive renal disease,Indiana,595,9.35
2015,2005,Homicide,Indiana,368,5.85
2016,2005,Influenza and pneumonia,Indiana,1317,20.73
2017,2005,Kidney Disease,Indiana,1284,20.26
2018,2005,Parkinson's disease,Indiana,443,7.04
2019,2005,Pneumonitis due to solids and liquids,Indiana,421,6.61
2020,2005,Septicemia,Indiana,826,12.92
2021,2005,Stroke,Indiana,3296,51.89
2022,2005,Suicide,Indiana,745,11.85
2023,2005,Unintentional Injuries,Indiana,2480,39.26
2024,2005,All Causes,Iowa,27811,757.5
2025,2005,Alzheimer's disease,Iowa,1082,26.53
2026,2005,Cancer,Iowa,6453,183.72
2027,2005,Chronic liver disease and cirrhosis,Iowa,215,6.55
2028,2005,Chronic lower respiratory disease,Iowa,1703,46.97
2029,2005,Diabetes,Iowa,727,20.05
2030,2005,Diseases of Heart,Iowa,7437,196.62
2031,2005,Essential hypertension and hypertensive renal disease,Iowa,274,6.95
2032,2005,Homicide,Iowa,44,1.57
2033,2005,Influenza and pneumonia,Iowa,896,22.38
2034,2005,Kidney Disease,Iowa,250,6.44
2035,2005,Parkinson's disease,Iowa,270,7.14
2036,2005,Pneumonitis due to solids and liquids,Iowa,264,6.76
2037,2005,Septicemia,Iowa,227,6.21
2038,2005,Stroke,Iowa,1902,49.16
2039,2005,Suicide,Iowa,333,11.18
2040,2005,Unintentional Injuries,Iowa,1202,36.7
2041,2005,All Causes,Kansas,24682,816.8
2042,2005,Alzheimer's disease,Kansas,912,28.11
2043,2005,Cancer,Kansas,5428,185.58
2044,2005,Chronic liver disease and cirrhosis,Kansas,200,6.93
2045,2005,Chronic lower respiratory disease,Kansas,1567,52.66
2046,2005,Diabetes,Kansas,710,23.77
2047,2005,Diseases of Heart,Kansas,5960,192.61
2048,2005,Essential hypertension and hypertensive renal disease,Kansas,187,5.92
2049,2005,Homicide,Kansas,106,3.91
2050,2005,Influenza and pneumonia,Kansas,730,23.08
2051,2005,Kidney Disease,Kansas,517,16.91
2052,2005,Parkinson's disease,Kansas,279,9.08
2053,2005,Pneumonitis due to solids and liquids,Kansas,165,5.23
2054,2005,Septicemia,Kansas,253,8.38
2055,2005,Stroke,Kansas,1571,50.33
2056,2005,Suicide,Kansas,362,13.34
2057,2005,Unintentional Injuries,Kansas,1149,40.61
2058,2005,All Causes,Kentucky,40223,954.7
2059,2005,Alzheimer's disease,Kentucky,1147,28.66
2060,2005,Cancer,Kentucky,9505,219.06
2061,2005,Chronic liver disease and cirrhosis,Kentucky,380,8.52
2062,2005,Chronic lower respiratory disease,Kentucky,2578,60.96
2063,2005,Diabetes,Kentucky,1187,27.83
2064,2005,Diseases of Heart,Kentucky,10782,257.33
2065,2005,Essential hypertension and hypertensive renal disease,Kentucky,353,8.58
2066,2005,Homicide,Kentucky,222,5.36
2067,2005,Influenza and pneumonia,Kentucky,1021,24.92
2068,2005,Kidney Disease,Kentucky,912,21.89
2069,2005,Parkinson's disease,Kentucky,267,6.58
2070,2005,Pneumonitis due to solids and liquids,Kentucky,310,7.69
2071,2005,Septicemia,Kentucky,585,13.94
2072,2005,Stroke,Kentucky,2168,52.5
2073,2005,Suicide,Kentucky,566,13.39
2074,2005,Unintentional Injuries,Kentucky,2405,57.38
2075,2005,All Causes,Louisiana,44355,1023.7
2076,2005,Alzheimer's disease,Louisiana,1405,34.8
2077,2005,Cancer,Louisiana,9249,208.55
2078,2005,Chronic liver disease and cirrhosis,Louisiana,380,8.17
2079,2005,Chronic lower respiratory disease,Louisiana,1906,44.57
2080,2005,Diabetes,Louisiana,1695,38.69
2081,2005,Diseases of Heart,Louisiana,11008,256.9
2082,2005,Essential hypertension and hypertensive renal disease,Louisiana,407,9.69
2083,2005,Homicide,Louisiana,592,12.77
2084,2005,Influenza and pneumonia,Louisiana,996,23.98
2085,2005,Kidney Disease,Louisiana,1187,27.75
2086,2005,Parkinson's disease,Louisiana,298,7.17
2087,2005,Pneumonitis due to solids and liquids,Louisiana,245,5.96
2088,2005,Septicemia,Louisiana,858,19.95
2089,2005,Stroke,Louisiana,2469,57.95
2090,2005,Suicide,Louisiana,505,10.99
2091,2005,Unintentional Injuries,Louisiana,3072,68.5
2092,2005,All Causes,Maine,12868,828.2
2093,2005,Alzheimer's disease,Maine,476,29.89
2094,2005,Cancer,Maine,3218,204.8
2095,2005,Chronic liver disease and cirrhosis,Maine,116,7.24
2096,2005,Chronic lower respiratory disease,Maine,830,53.18
2097,2005,Diabetes,Maine,385,24.66
2098,2005,Diseases of Heart,Maine,2941,186.53
2099,2005,Essential hypertension and hypertensive renal disease,Maine,76,4.77
2100,2005,Homicide,Maine,22,1.65
2101,2005,Influenza and pneumonia,Maine,352,22.34
2102,2005,Kidney Disease,Maine,250,15.86
2103,2005,Parkinson's disease,Maine,131,8.41
2104,2005,Pneumonitis due to solids and liquids,Maine,102,6.53
2105,2005,Septicemia,Maine,131,8.35
2106,2005,Stroke,Maine,693,43.82
2107,2005,Suicide,Maine,175,12.43
2108,2005,Unintentional Injuries,Maine,579,41.7
2109,2005,All Causes,Maryland,43892,818.1
2110,2005,Alzheimer's disease,Maryland,958,18.71
2111,2005,Cancer,Maryland,10371,190.4
2112,2005,Chronic liver disease and cirrhosis,Maryland,459,7.88
2113,2005,Chronic lower respiratory disease,Maryland,1908,36.45
2114,2005,Diabetes,Maryland,1388,25.96
2115,2005,Diseases of Heart,Maryland,11594,217.9
2116,2005,Essential hypertension and hypertensive renal disease,Maryland,435,8.28
2117,2005,Homicide,Maryland,576,10.42
2118,2005,Influenza and pneumonia,Maryland,1194,22.77
2119,2005,Kidney Disease,Maryland,752,14.14
2120,2005,Parkinson's disease,Maryland,300,5.88
2121,2005,Pneumonitis due to solids and liquids,Maryland,377,7.26
2122,2005,Septicemia,Maryland,1085,20.26
2123,2005,Stroke,Maryland,2476,47.09
2124,2005,Suicide,Maryland,472,8.42
2125,2005,Unintentional Injuries,Maryland,1376,24.96
2126,2005,All Causes,Massachusetts,53874,741.6
2127,2005,Alzheimer's disease,Massachusetts,1638,21.12
2128,2005,Cancer,Massachusetts,13182,186.25
2129,2005,Chronic liver disease and cirrhosis,Massachusetts,505,7.22
2130,2005,Chronic lower respiratory disease,Massachusetts,2647,36.59
2131,2005,Diabetes,Massachusetts,1271,17.67
2132,2005,Diseases of Heart,Massachusetts,13280,179
2133,2005,Essential hypertension and hypertensive renal disease,Massachusetts,431,5.72
2134,2005,Homicide,Massachusetts,178,2.79
2135,2005,Influenza and pneumonia,Massachusetts,1935,25.47
2136,2005,Kidney Disease,Massachusetts,1410,19.09
2137,2005,Parkinson's disease,Massachusetts,451,6.1
2138,2005,Pneumonitis due to solids and liquids,Massachusetts,546,7.24
2139,2005,Septicemia,Massachusetts,980,13.46
2140,2005,Stroke,Massachusetts,2977,39.75
2141,2005,Suicide,Massachusetts,480,7.22
2142,2005,Unintentional Injuries,Massachusetts,1907,28.04
2143,2005,All Causes,Michigan,86867,838.6
2144,2005,Alzheimer's disease,Michigan,2359,22.86
2145,2005,Cancer,Michigan,20094,192.59
2146,2005,Chronic liver disease and cirrhosis,Michigan,1010,9.52
2147,2005,Chronic lower respiratory disease,Michigan,4466,43.37
2148,2005,Diabetes,Michigan,2842,27.3
2149,2005,Diseases of Heart,Michigan,25128,241.33
2150,2005,Essential hypertension and hypertensive renal disease,Michigan,798,7.71
2151,2005,Homicide,Michigan,677,6.94
2152,2005,Influenza and pneumonia,Michigan,1950,18.9
2153,2005,Kidney Disease,Michigan,1681,16.22
2154,2005,Parkinson's disease,Michigan,762,7.43
2155,2005,Pneumonitis due to solids and liquids,Michigan,548,5.29
2156,2005,Septicemia,Michigan,924,8.9
2157,2005,Stroke,Michigan,5057,48.86
2158,2005,Suicide,Michigan,1108,10.97
2159,2005,Unintentional Injuries,Michigan,3451,34.03
2160,2005,All Causes,Minnesota,37535,698.6
2161,2005,Alzheimer's disease,Minnesota,1320,23.47
2162,2005,Cancer,Minnesota,8823,168.95
2163,2005,Chronic liver disease and cirrhosis,Minnesota,317,6.05
2164,2005,Chronic lower respiratory disease,Minnesota,1965,37.43
2165,2005,Diabetes,Minnesota,1258,23.59
2166,2005,Diseases of Heart,Minnesota,7926,145.41
2167,2005,Essential hypertension and hypertensive renal disease,Minnesota,541,9.79
2168,2005,Homicide,Minnesota,139,2.68
2169,2005,Influenza and pneumonia,Minnesota,846,15.11
2170,2005,Kidney Disease,Minnesota,669,12.33
2171,2005,Parkinson's disease,Minnesota,444,8.38
2172,2005,Pneumonitis due to solids and liquids,Minnesota,215,3.91
2173,2005,Septicemia,Minnesota,261,4.92
2174,2005,Stroke,Minnesota,2379,43.52
2175,2005,Suicide,Minnesota,547,10.49
2176,2005,Unintentional Injuries,Minnesota,1922,36.15
2177,2005,All Causes,Mississippi,29196,1028.7
2178,2005,Alzheimer's disease,Mississippi,721,26.6
2179,2005,Cancer,Mississippi,6065,208.92
2180,2005,Chronic liver disease and cirrhosis,Mississippi,272,9.23
2181,2005,Chronic lower respiratory disease,Mississippi,1473,52.04
2182,2005,Diabetes,Mississippi,677,23.54
2183,2005,Diseases of Heart,Mississippi,8637,306.42
2184,2005,Essential hypertension and hypertensive renal disease,Mississippi,394,14.07
2185,2005,Homicide,Mississippi,254,8.96
2186,2005,Influenza and pneumonia,Mississippi,645,23.45
2187,2005,Kidney Disease,Mississippi,667,23.72
2188,2005,Parkinson's disease,Mississippi,132,4.83
2189,2005,Pneumonitis due to solids and liquids,Mississippi,219,7.96
2190,2005,Septicemia,Mississippi,559,19.74
2191,2005,Stroke,Mississippi,1622,58
2192,2005,Suicide,Mississippi,363,12.73
2193,2005,Unintentional Injuries,Mississippi,1936,67.13
2194,2005,All Causes,Missouri,54656,873.3
2195,2005,Alzheimer's disease,Missouri,1635,25.57
2196,2005,Cancer,Missouri,12419,197.98
2197,2005,Chronic liver disease and cirrhosis,Missouri,419,6.73
2198,2005,Chronic lower respiratory disease,Missouri,3085,49.23
2199,2005,Diabetes,Missouri,1549,24.76
2200,2005,Diseases of Heart,Missouri,14974,236.75
2201,2005,Essential hypertension and hypertensive renal disease,Missouri,468,7.36
2202,2005,Homicide,Missouri,417,7.32
2203,2005,Influenza and pneumonia,Missouri,1527,24.03
2204,2005,Kidney Disease,Missouri,1156,18.35
2205,2005,Parkinson's disease,Missouri,418,6.64
2206,2005,Pneumonitis due to solids and liquids,Missouri,413,6.48
2207,2005,Septicemia,Missouri,741,11.81
2208,2005,Stroke,Missouri,3347,52.85
2209,2005,Suicide,Missouri,727,12.5
2210,2005,Unintentional Injuries,Missouri,2848,47.82
2211,2005,All Causes,Montana,8528,807.1
2212,2005,Alzheimer's disease,Montana,267,24.56
2213,2005,Cancer,Montana,1956,184.15
2214,2005,Chronic liver disease and cirrhosis,Montana,120,11.7
2215,2005,Chronic lower respiratory disease,Montana,580,54.87
2216,2005,Diabetes,Montana,285,26.69
2217,2005,Diseases of Heart,Montana,1855,172.17
2218,2005,Essential hypertension and hypertensive renal disease,Montana,61,5.59
2219,2005,Homicide,Montana,33,3.41
2220,2005,Influenza and pneumonia,Montana,213,19.51
2221,2005,Kidney Disease,Montana,109,10.25
2222,2005,Parkinson's disease,Montana,75,7.04
2223,2005,Pneumonitis due to solids and liquids,Montana,60,5.62
2224,2005,Septicemia,Montana,61,5.84
2225,2005,Stroke,Montana,522,48.61
2226,2005,Suicide,Montana,206,21.73
2227,2005,Unintentional Injuries,Montana,524,53.15
2228,2005,All Causes,Nebraska,14963,757.8
2229,2005,Alzheimer's disease,Nebraska,473,22.33
2230,2005,Cancer,Nebraska,3355,175.52
2231,2005,Chronic liver disease and cirrhosis,Nebraska,133,7.33
2232,2005,Chronic lower respiratory disease,Nebraska,949,48.67
2233,2005,Diabetes,Nebraska,449,23.3
2234,2005,Diseases of Heart,Nebraska,3640,179.39
2235,2005,Essential hypertension and hypertensive renal disease,Nebraska,199,9.6
2236,2005,Homicide,Nebraska,44,2.55
2237,2005,Influenza and pneumonia,Nebraska,370,17.65
2238,2005,Kidney Disease,Nebraska,245,12.32
2239,2005,Parkinson's disease,Nebraska,160,7.92
2240,2005,Pneumonitis due to solids and liquids,Nebraska,116,5.65
2241,2005,Septicemia,Nebraska,123,6.33
2242,2005,Stroke,Nebraska,986,48.42
2243,2005,Suicide,Nebraska,187,10.88
2244,2005,Unintentional Injuries,Nebraska,704,37.41
2245,2005,All Causes,Nevada,19029,904.8
2246,2005,Alzheimer's disease,Nevada,310,18.14
2247,2005,Cancer,Nevada,4238,191
2248,2005,Chronic liver disease and cirrhosis,Nevada,275,11.09
2249,2005,Chronic lower respiratory disease,Nevada,1227,60.39
2250,2005,Diabetes,Nevada,336,15.33
2251,2005,Diseases of Heart,Nevada,5094,246.73
2252,2005,Essential hypertension and hypertensive renal disease,Nevada,117,6.07
2253,2005,Homicide,Nevada,190,7.79
2254,2005,Influenza and pneumonia,Nevada,454,23.07
2255,2005,Kidney Disease,Nevada,438,21.95
2256,2005,Parkinson's disease,Nevada,106,5.72
2257,2005,Pneumonitis due to solids and liquids,Nevada,139,7.68
2258,2005,Septicemia,Nevada,417,19.23
2259,2005,Stroke,Nevada,945,48.16
2260,2005,Suicide,Nevada,480,19.79
2261,2005,Unintentional Injuries,Nevada,1104,47.02
2262,2005,All Causes,New Hampshire,10194,766.7
2263,2005,Alzheimer's disease,New Hampshire,376,28.3
2264,2005,Cancer,New Hampshire,2549,189.77
2265,2005,Chronic liver disease and cirrhosis,New Hampshire,114,8.19
2266,2005,Chronic lower respiratory disease,New Hampshire,630,48.21
2267,2005,Diabetes,New Hampshire,310,23.41
2268,2005,Diseases of Heart,New Hampshire,2530,189.84
2269,2005,Essential hypertension and hypertensive renal disease,New Hampshire,79,5.8
2270,2005,Homicide,New Hampshire,19,*
2271,2005,Influenza and pneumonia,New Hampshire,273,20.78
2272,2005,Kidney Disease,New Hampshire,173,13.12
2273,2005,Parkinson's disease,New Hampshire,80,6.21
2274,2005,Pneumonitis due to solids and liquids,New Hampshire,63,4.78
2275,2005,Septicemia,New Hampshire,91,6.96
2276,2005,Stroke,New Hampshire,497,37.72
2277,2005,Suicide,New Hampshire,162,12.02
2278,2005,Unintentional Injuries,New Hampshire,477,36.26
2279,2005,All Causes,New Jersey,71963,772.4
2280,2005,Alzheimer's disease,New Jersey,1815,19.03
2281,2005,Cancer,New Jersey,17171,185.02
2282,2005,Chronic liver disease and cirrhosis,New Jersey,730,7.82
2283,2005,Chronic lower respiratory disease,New Jersey,3148,33.96
2284,2005,Diabetes,New Jersey,2540,27.31
2285,2005,Diseases of Heart,New Jersey,20655,219.14
2286,2005,Essential hypertension and hypertensive renal disease,New Jersey,601,6.34
2287,2005,Homicide,New Jersey,427,5.13
2288,2005,Influenza and pneumonia,New Jersey,1637,17.33
2289,2005,Kidney Disease,New Jersey,1597,17.1
2290,2005,Parkinson's disease,New Jersey,616,6.59
2291,2005,Pneumonitis due to solids and liquids,New Jersey,545,5.77
2292,2005,Septicemia,New Jersey,1931,20.65
2293,2005,Stroke,New Jersey,3614,38.47
2294,2005,Suicide,New Jersey,536,6.07
2295,2005,Unintentional Injuries,New Jersey,2561,28.76
2296,2005,All Causes,New Mexico,14983,800.1
2297,2005,Alzheimer's disease,New Mexico,327,18.7
2298,2005,Cancer,New Mexico,3141,162.85
2299,2005,Chronic liver disease and cirrhosis,New Mexico,285,14.44
2300,2005,Chronic lower respiratory disease,New Mexico,855,46.16
2301,2005,Diabetes,New Mexico,595,31.35
2302,2005,Diseases of Heart,New Mexico,3435,186.26
2303,2005,Essential hypertension and hypertensive renal disease,New Mexico,100,5.6
2304,2005,Homicide,New Mexico,152,7.93
2305,2005,Influenza and pneumonia,New Mexico,353,19.42
2306,2005,Kidney Disease,New Mexico,239,13.02
2307,2005,Parkinson's disease,New Mexico,146,8.12
2308,2005,Pneumonitis due to solids and liquids,New Mexico,66,3.74
2309,2005,Septicemia,New Mexico,143,7.57
2310,2005,Stroke,New Mexico,730,40.09
2311,2005,Suicide,New Mexico,342,17.76
2312,2005,Unintentional Injuries,New Mexico,1267,66.99
2313,2005,All Causes,New York,152427,738
2314,2005,Alzheimer's disease,New York,2065,9.69
2315,2005,Cancer,New York,35556,173.39
2316,2005,Chronic liver disease and cirrhosis,New York,1224,5.97
2317,2005,Chronic lower respiratory disease,New York,6818,33.16
2318,2005,Diabetes,New York,4051,19.66
2319,2005,Diseases of Heart,New York,51985,248.3
2320,2005,Essential hypertension and hypertensive renal disease,New York,1693,8.13
2321,2005,Homicide,New York,901,4.7
2322,2005,Influenza and pneumonia,New York,5521,26.3
2323,2005,Kidney Disease,New York,2360,11.38
2324,2005,Parkinson's disease,New York,805,3.88
2325,2005,Pneumonitis due to solids and liquids,New York,685,3.25
2326,2005,Septicemia,New York,2277,11.02
2327,2005,Stroke,New York,6622,31.72
2328,2005,Suicide,New York,1189,6.04
2329,2005,Unintentional Injuries,New York,4645,23.27
2330,2005,All Causes,North Carolina,74638,881.3
2331,2005,Alzheimer's disease,North Carolina,2417,30.46
2332,2005,Cancer,North Carolina,16724,191.2
2333,2005,Chronic liver disease and cirrhosis,North Carolina,782,8.6
2334,2005,Chronic lower respiratory disease,North Carolina,4149,49.15
2335,2005,Diabetes,North Carolina,2261,26.23
2336,2005,Diseases of Heart,North Carolina,17765,211.65
2337,2005,Essential hypertension and hypertensive renal disease,North Carolina,757,9.19
2338,2005,Homicide,North Carolina,661,7.56
2339,2005,Influenza and pneumonia,North Carolina,1830,22.46
2340,2005,Kidney Disease,North Carolina,1561,18.61
2341,2005,Parkinson's disease,North Carolina,575,7.1
2342,2005,Pneumonitis due to solids and liquids,North Carolina,753,9.29
2343,2005,Septicemia,North Carolina,1192,14.13
2344,2005,Stroke,North Carolina,4861,58.97
2345,2005,Suicide,North Carolina,1009,11.45
2346,2005,Unintentional Injuries,North Carolina,4123,47.86
2347,2005,All Causes,North Dakota,5744,716.3
2348,2005,Alzheimer's disease,North Dakota,287,31.51
2349,2005,Cancer,North Dakota,1302,170.46
2350,2005,Chronic liver disease and cirrhosis,North Dakota,68,9.71
2351,2005,Chronic lower respiratory disease,North Dakota,272,34.41
2352,2005,Diabetes,North Dakota,204,26.23
2353,2005,Diseases of Heart,North Dakota,1512,181.25
2354,2005,Essential hypertension and hypertensive renal disease,North Dakota,65,7.38
2355,2005,Homicide,North Dakota,11,*
2356,2005,Influenza and pneumonia,North Dakota,172,19.49
2357,2005,Kidney Disease,North Dakota,67,7.9
2358,2005,Parkinson's disease,North Dakota,73,8.56
2359,2005,Pneumonitis due to solids and liquids,North Dakota,46,5.32
2360,2005,Septicemia,North Dakota,41,5.06
2361,2005,Stroke,North Dakota,368,42.97
2362,2005,Suicide,North Dakota,92,13.67
2363,2005,Unintentional Injuries,North Dakota,287,39.66
2364,2005,All Causes,Ohio,109031,879.1
2365,2005,Alzheimer's disease,Ohio,3478,27.69
2366,2005,Cancer,Ohio,24702,198.07
2367,2005,Chronic liver disease and cirrhosis,Ohio,1105,8.82
