YEAR,CAUSE_NAME,STATE,DEATHS,AADR
2004,Essential hypertension and hypertensive renal disease,Illinois,932,7.35
2004,Homicide,Illinois,871,6.86
2004,Influenza and pneumonia,Illinois,2779,21.93
2004,Kidney Disease,Illinois,2339,18.65
2004,Parkinson's disease,Illinois,841,6.75
2004,Pneumonitis due to solids and liquids,Illinois,812,6.44
2004,Septicemia,Illinois,1997,15.96
2004,Stroke,Illinois,6489,51.45
2004,Suicide,Illinois,1028,8.12
2004,Unintentional Injuries,Illinois,4133,32.78
2004,All Causes,Indiana,54211,864.1
2004,Alzheimer's disease,Indiana,1552,24.91
2004,Cancer,Indiana,12552,199.07
2004,Chronic liver disease and cirrhosis,Indiana,509,7.95
2004,Chronic lower respiratory disease,Indiana,3145,50.4
2004,Diabetes,Indiana,1673,26.63
2004,Diseases of Heart,Indiana,14636,233.17
2004,Essential hypertension and hypertensive renal disease,Indiana,523,8.33
2004,Homicide,Indiana,332,5.32
2004,Influenza and pneumonia,Indiana,1136,18.16
2004,Kidney Disease,Indiana,1244,19.86
2004,Parkinson's disease,Indiana,413,6.65
2004,Pneumonitis due to solids and liquids,Indiana,404,6.49
2004,Septicemia,Indiana,820,13.03
2004,Stroke,Indiana,3454,55.29
2004,Suicide,Indiana,704,11.34
2004,Unintentional Injuries,Indiana,2395,38.35
2004,All Causes,Iowa,26897,738.3
2004,Alzheimer's disease,Iowa,968,23.96
2004,Cancer,Iowa,6340,182.25
2004,Chronic liver disease and cirrhosis,Iowa,188,5.76
2004,Chronic lower respiratory disease,Iowa,1547,42.69
2004,Diabetes,Iowa,700,19.54
2004,Diseases of Heart,Iowa,7299,194.98
2004,Essential hypertension and hypertensive renal disease,Iowa,239,6.14
2004,Homicide,Iowa,57,1.98
2004,Influenza and pneumonia,Iowa,890,22.74
2004,Kidney Disease,Iowa,266,7.18
2004,Parkinson's disease,Iowa,225,5.98
2004,Pneumonitis due to solids and liquids,Iowa,269,6.91
2004,Septicemia,Iowa,228,6.33
2004,Stroke,Iowa,1960,50.48
2004,Suicide,Iowa,343,11.54
2004,Unintentional Injuries,Iowa,1108,33.42
2004,All Causes,Kansas,23818,798
2004,Alzheimer's disease,Kansas,769,24.13
2004,Cancer,Kansas,5312,183.05
2004,Chronic liver disease and cirrhosis,Kansas,206,7.32
2004,Chronic lower respiratory disease,Kansas,1316,44.9
2004,Diabetes,Kansas,690,23.49
2004,Diseases of Heart,Kansas,6048,198.91
2004,Essential hypertension and hypertensive renal disease,Kansas,186,5.92
2004,Homicide,Kansas,117,4.32
2004,Influenza and pneumonia,Kansas,562,17.88
2004,Kidney Disease,Kansas,554,18.07
2004,Parkinson's disease,Kansas,249,8.19
2004,Pneumonitis due to solids and liquids,Kansas,184,5.93
2004,Septicemia,Kansas,280,9.4
2004,Stroke,Kansas,1611,52.22
2004,Suicide,Kansas,370,13.65
2004,Unintentional Injuries,Kansas,1144,40.57
2004,All Causes,Kentucky,38646,935.3
2004,Alzheimer's disease,Kentucky,982,25.1
2004,Cancer,Kentucky,9159,215.48
2004,Chronic liver disease and cirrhosis,Kentucky,355,8.11
2004,Chronic lower respiratory disease,Kentucky,2265,54.77
2004,Diabetes,Kentucky,1195,28.62
2004,Diseases of Heart,Kentucky,10465,254.83
2004,Essential hypertension and hypertensive renal disease,Kentucky,310,7.67
2004,Homicide,Kentucky,228,5.52
2004,Influenza and pneumonia,Kentucky,965,24.06
2004,Kidney Disease,Kentucky,827,20.33
2004,Parkinson's disease,Kentucky,254,6.39
2004,Pneumonitis due to solids and liquids,Kentucky,303,7.67
2004,Septicemia,Kentucky,573,13.82
2004,Stroke,Kentucky,2339,58.02
2004,Suicide,Kentucky,560,13.27
2004,Unintentional Injuries,Kentucky,2260,54.77
2004,All Causes,Louisiana,42215,989.4
2004,Alzheimer's disease,Louisiana,1267,31.95
2004,Cancer,Louisiana,9434,216.26
2004,Chronic liver disease and cirrhosis,Louisiana,363,7.97
2004,Chronic lower respiratory disease,Louisiana,1615,38.39
2004,Diabetes,Louisiana,1717,39.91
2004,Diseases of Heart,Louisiana,10852,257.87
2004,Essential hypertension and hypertensive renal disease,Louisiana,351,8.39
2004,Homicide,Louisiana,602,12.97
2004,Influenza and pneumonia,Louisiana,913,22.22
2004,Kidney Disease,Louisiana,1110,26.32
2004,Parkinson's disease,Louisiana,281,6.93
2004,Pneumonitis due to solids and liquids,Louisiana,215,5.3
2004,Septicemia,Louisiana,837,19.81
2004,Stroke,Louisiana,2489,59.82
2004,Suicide,Louisiana,537,11.91
2004,Unintentional Injuries,Louisiana,2300,51.38
2004,All Causes,Maine,12443,813
2004,Alzheimer's disease,Maine,512,32.7
2004,Cancer,Maine,3124,202.23
2004,Chronic liver disease and cirrhosis,Maine,121,7.92
2004,Chronic lower respiratory disease,Maine,766,49.72
2004,Diabetes,Maine,382,24.73
2004,Diseases of Heart,Maine,2948,189.89
2004,Essential hypertension and hypertensive renal disease,Maine,81,5.22
2004,Homicide,Maine,21,1.64
2004,Influenza and pneumonia,Maine,308,20.03
2004,Kidney Disease,Maine,264,17.07
2004,Parkinson's disease,Maine,116,7.53
2004,Pneumonitis due to solids and liquids,Maine,89,5.72
2004,Septicemia,Maine,139,9.07
2004,Stroke,Maine,801,51.49
2004,Suicide,Maine,171,12.42
2004,Unintentional Injuries,Maine,480,35.54
2004,All Causes,Maryland,43232,823.7
2004,Alzheimer's disease,Maryland,905,18.28
2004,Cancer,Maryland,10168,190.47
2004,Chronic liver disease and cirrhosis,Maryland,419,7.37
2004,Chronic lower respiratory disease,Maryland,1910,37.28
2004,Diabetes,Maryland,1417,26.9
2004,Diseases of Heart,Maryland,11346,218.46
2004,Essential hypertension and hypertensive renal disease,Maryland,443,8.68
2004,Homicide,Maryland,533,9.76
2004,Influenza and pneumonia,Maryland,1111,21.86
2004,Kidney Disease,Maryland,699,13.53
2004,Parkinson's disease,Maryland,323,6.46
2004,Pneumonitis due to solids and liquids,Maryland,373,7.41
2004,Septicemia,Maryland,1063,20.33
2004,Stroke,Maryland,2718,53.22
2004,Suicide,Maryland,500,8.84
2004,Unintentional Injuries,Maryland,1412,26.01
2004,All Causes,Massachusetts,54511,758.3
2004,Alzheimer's disease,Massachusetts,1673,21.96
2004,Cancer,Massachusetts,13337,190.1
2004,Chronic liver disease and cirrhosis,Massachusetts,536,7.77
2004,Chronic lower respiratory disease,Massachusetts,2574,35.88
2004,Diabetes,Massachusetts,1329,18.66
2004,Diseases of Heart,Massachusetts,13824,188.93
2004,Essential hypertension and hypertensive renal disease,Massachusetts,455,6.15
2004,Homicide,Massachusetts,175,2.75
2004,Influenza and pneumonia,Massachusetts,1959,26.1
2004,Kidney Disease,Massachusetts,1250,17.09
2004,Parkinson's disease,Massachusetts,419,5.71
2004,Pneumonitis due to solids and liquids,Massachusetts,562,7.59
2004,Septicemia,Massachusetts,963,13.39
2004,Stroke,Massachusetts,3254,44.06
2004,Suicide,Massachusetts,425,6.44
2004,Unintentional Injuries,Massachusetts,1366,19.87
2004,All Causes,Michigan,85169,834.1
2004,Alzheimer's disease,Michigan,2232,22.02
2004,Cancer,Michigan,19653,190.92
2004,Chronic liver disease and cirrhosis,Michigan,983,9.35
2004,Chronic lower respiratory disease,Michigan,4252,41.81
2004,Diabetes,Michigan,2953,28.87
2004,Diseases of Heart,Michigan,24825,242.67
2004,Essential hypertension and hypertensive renal disease,Michigan,740,7.26
2004,Homicide,Michigan,673,6.83
2004,Influenza and pneumonia,Michigan,1957,19.22
2004,Kidney Disease,Michigan,1507,14.79
2004,Parkinson's disease,Michigan,691,6.84
2004,Pneumonitis due to solids and liquids,Michigan,501,4.94
2004,Septicemia,Michigan,852,8.32
2004,Stroke,Michigan,5290,52
2004,Suicide,Michigan,1098,10.89
2004,Unintentional Injuries,Michigan,3312,32.83
2004,All Causes,Minnesota,37034,699.7
2004,Alzheimer's disease,Minnesota,1231,22.29
2004,Cancer,Minnesota,9093,176.96
2004,Chronic liver disease and cirrhosis,Minnesota,333,6.44
2004,Chronic lower respiratory disease,Minnesota,1839,35.65
2004,Diabetes,Minnesota,1130,21.62
2004,Diseases of Heart,Minnesota,7891,146.73
2004,Essential hypertension and hypertensive renal disease,Minnesota,477,8.84
2004,Homicide,Minnesota,134,2.62
2004,Influenza and pneumonia,Minnesota,750,13.59
2004,Kidney Disease,Minnesota,669,12.5
2004,Parkinson's disease,Minnesota,403,7.65
2004,Pneumonitis due to solids and liquids,Minnesota,230,4.3
2004,Septicemia,Minnesota,269,5.14
2004,Stroke,Minnesota,2542,47.07
2004,Suicide,Minnesota,524,10.19
2004,Unintentional Injuries,Minnesota,1867,35.51
2004,All Causes,Mississippi,27871,996.6
2004,Alzheimer's disease,Mississippi,630,23.65
2004,Cancer,Mississippi,5983,209.83
2004,Chronic liver disease and cirrhosis,Mississippi,267,9.19
2004,Chronic lower respiratory disease,Mississippi,1350,48.31
2004,Diabetes,Mississippi,665,23.58
2004,Diseases of Heart,Mississippi,8282,298.84
2004,Essential hypertension and hypertensive renal disease,Mississippi,353,12.73
2004,Homicide,Mississippi,283,9.92
2004,Influenza and pneumonia,Mississippi,637,23.3
2004,Kidney Disease,Mississippi,662,23.87
2004,Parkinson's disease,Mississippi,143,5.27
2004,Pneumonitis due to solids and liquids,Mississippi,183,6.74
2004,Septicemia,Mississippi,500,17.91
2004,Stroke,Mississippi,1651,59.85
2004,Suicide,Mississippi,350,12.19
2004,Unintentional Injuries,Mississippi,1703,59.9
2004,All Causes,Missouri,53950,872.7
2004,Alzheimer's disease,Missouri,1381,21.87
2004,Cancer,Missouri,12450,201.11
2004,Chronic liver disease and cirrhosis,Missouri,432,7.06
2004,Chronic lower respiratory disease,Missouri,2731,44.06
2004,Diabetes,Missouri,1461,23.59
2004,Diseases of Heart,Missouri,15500,248.5
2004,Essential hypertension and hypertensive renal disease,Missouri,432,6.87
2004,Homicide,Missouri,369,6.47
2004,Influenza and pneumonia,Missouri,1389,22.14
2004,Kidney Disease,Missouri,1083,17.38
2004,Parkinson's disease,Missouri,401,6.43
2004,Pneumonitis due to solids and liquids,Missouri,439,7.01
2004,Septicemia,Missouri,669,10.72
2004,Stroke,Missouri,3503,56.07
2004,Suicide,Missouri,715,12.38
2004,Unintentional Injuries,Missouri,2728,46.4
2004,All Causes,Montana,8094,783
2004,Alzheimer's disease,Montana,228,21.49
2004,Cancer,Montana,1867,179.63
2004,Chronic liver disease and cirrhosis,Montana,95,9.1
2004,Chronic lower respiratory disease,Montana,578,55.85
2004,Diabetes,Montana,237,22.67
2004,Diseases of Heart,Montana,1838,175.06
2004,Essential hypertension and hypertensive renal disease,Montana,46,4.26
2004,Homicide,Montana,25,2.76
2004,Influenza and pneumonia,Montana,165,15.48
2004,Kidney Disease,Montana,108,10.26
2004,Parkinson's disease,Montana,59,5.74
2004,Pneumonitis due to solids and liquids,Montana,67,6.39
2004,Septicemia,Montana,70,6.69
2004,Stroke,Montana,484,46.12
2004,Suicide,Montana,175,18.79
2004,Unintentional Injuries,Montana,535,55.26
2004,All Causes,Nebraska,14657,751.9
2004,Alzheimer's disease,Nebraska,459,22.03
2004,Cancer,Nebraska,3270,173.74
2004,Chronic liver disease and cirrhosis,Nebraska,116,6.41
2004,Chronic lower respiratory disease,Nebraska,815,42.21
2004,Diabetes,Nebraska,395,20.53
2004,Diseases of Heart,Nebraska,3738,187.16
2004,Essential hypertension and hypertensive renal disease,Nebraska,175,8.55
2004,Homicide,Nebraska,39,2.17
2004,Influenza and pneumonia,Nebraska,347,17.27
2004,Kidney Disease,Nebraska,283,14.52
2004,Parkinson's disease,Nebraska,136,6.8
2004,Pneumonitis due to solids and liquids,Nebraska,132,6.49
2004,Septicemia,Nebraska,133,6.92
2004,Stroke,Nebraska,978,48.53
2004,Suicide,Nebraska,166,9.5
2004,Unintentional Injuries,Nebraska,743,39.72
2004,All Causes,Nevada,17929,887.6
2004,Alzheimer's disease,Nevada,292,18.21
2004,Cancer,Nevada,4119,191.89
2004,Chronic liver disease and cirrhosis,Nevada,286,11.97
2004,Chronic lower respiratory disease,Nevada,1124,57.21
2004,Diabetes,Nevada,290,13.91
2004,Diseases of Heart,Nevada,4693,239.97
2004,Essential hypertension and hypertensive renal disease,Nevada,131,7.19
2004,Homicide,Nevada,186,7.84
2004,Influenza and pneumonia,Nevada,402,21.49
2004,Kidney Disease,Nevada,425,21.75
2004,Parkinson's disease,Nevada,99,5.48
2004,Pneumonitis due to solids and liquids,Nevada,108,6.02
2004,Septicemia,Nevada,395,19.11
2004,Stroke,Nevada,1030,54.64
2004,Suicide,Nevada,440,18.91
2004,Unintentional Injuries,Nevada,1021,45.2
2004,All Causes,New Hampshire,10111,778.9
2004,Alzheimer's disease,New Hampshire,331,25.85
2004,Cancer,New Hampshire,2554,194.77
2004,Chronic liver disease and cirrhosis,New Hampshire,100,7.27
2004,Chronic lower respiratory disease,New Hampshire,600,46.69
2004,Diabetes,New Hampshire,313,24
2004,Diseases of Heart,New Hampshire,2639,203.41
2004,Essential hypertension and hypertensive renal disease,New Hampshire,77,6.04
2004,Homicide,New Hampshire,23,1.73
2004,Influenza and pneumonia,New Hampshire,271,20.99
2004,Kidney Disease,New Hampshire,163,12.75
2004,Parkinson's disease,New Hampshire,87,6.87
2004,Pneumonitis due to solids and liquids,New Hampshire,68,5.33
2004,Septicemia,New Hampshire,91,6.99
2004,Stroke,New Hampshire,586,45.55
2004,Suicide,New Hampshire,133,9.9
2004,Unintentional Injuries,New Hampshire,445,34.29
2004,All Causes,New Jersey,71371,775.8
2004,Alzheimer's disease,New Jersey,1711,18.28
2004,Cancer,New Jersey,17208,187.05
2004,Chronic liver disease and cirrhosis,New Jersey,704,7.62
2004,Chronic lower respiratory disease,New Jersey,3031,32.97
2004,Diabetes,New Jersey,2595,28.21
2004,Diseases of Heart,New Jersey,20560,221.79
2004,Essential hypertension and hypertensive renal disease,New Jersey,542,5.86
2004,Homicide,New Jersey,405,4.84
2004,Influenza and pneumonia,New Jersey,1586,17.06
2004,Kidney Disease,New Jersey,1624,17.59
2004,Parkinson's disease,New Jersey,529,5.74
2004,Pneumonitis due to solids and liquids,New Jersey,526,5.66
2004,Septicemia,New Jersey,1903,20.62
2004,Stroke,New Jersey,3781,40.79
2004,Suicide,New Jersey,597,6.82
2004,Unintentional Injuries,New Jersey,2324,26.29
2004,All Causes,New Mexico,14298,786.7
2004,Alzheimer's disease,New Mexico,328,19.34
2004,Cancer,New Mexico,3036,162.46
2004,Chronic liver disease and cirrhosis,New Mexico,289,15.09
2004,Chronic lower respiratory disease,New Mexico,753,41.95
2004,Diabetes,New Mexico,590,31.9
2004,Diseases of Heart,New Mexico,3264,183.14
2004,Essential hypertension and hypertensive renal disease,New Mexico,102,5.78
2004,Homicide,New Mexico,173,9.2
2004,Influenza and pneumonia,New Mexico,308,17.69
2004,Kidney Disease,New Mexico,227,12.59
2004,Parkinson's disease,New Mexico,138,7.96
2004,Pneumonitis due to solids and liquids,New Mexico,48,2.79
2004,Septicemia,New Mexico,144,7.93
2004,Stroke,New Mexico,721,41.08
2004,Suicide,New Mexico,356,18.8
2004,Unintentional Injuries,New Mexico,1223,65.98
2004,All Causes,New York,152681,748.4
2004,Alzheimer's disease,New York,1989,9.53
2004,Cancer,New York,36100,177.77
2004,Chronic liver disease and cirrhosis,New York,1296,6.39
2004,Chronic lower respiratory disease,New York,6786,33.35
2004,Diabetes,New York,3913,19.23
2004,Diseases of Heart,New York,52480,254.59
2004,Essential hypertension and hypertensive renal disease,New York,1616,7.85
2004,Homicide,New York,860,4.47
2004,Influenza and pneumonia,New York,5499,26.63
2004,Kidney Disease,New York,2383,11.63
2004,Parkinson's disease,New York,735,3.58
2004,Pneumonitis due to solids and liquids,New York,692,3.34
2004,Septicemia,New York,2278,11.16
2004,Stroke,New York,6927,33.73
2004,Suicide,New York,1187,6.04
2004,Unintentional Injuries,New York,4530,22.85
2004,All Causes,North Carolina,72384,876.1
2004,Alzheimer's disease,North Carolina,2188,28.35
2004,Cancer,North Carolina,16477,193.67
2004,Chronic liver disease and cirrhosis,North Carolina,781,8.8
2004,Chronic lower respiratory disease,North Carolina,3625,43.89
2004,Diabetes,North Carolina,2253,26.88
2004,Diseases of Heart,North Carolina,17607,215.22
2004,Essential hypertension and hypertensive renal disease,North Carolina,734,9.09
2004,Homicide,North Carolina,613,7.15
2004,Influenza and pneumonia,North Carolina,1686,21.27
2004,Kidney Disease,North Carolina,1470,18
2004,Parkinson's disease,North Carolina,458,5.79
2004,Pneumonitis due to solids and liquids,North Carolina,750,9.5
2004,Septicemia,North Carolina,1200,14.55
2004,Stroke,North Carolina,4955,61.68
2004,Suicide,North Carolina,1027,11.93
2004,Unintentional Injuries,North Carolina,4019,47.69
2004,All Causes,North Dakota,5601,702.2
2004,Alzheimer's disease,North Dakota,313,34.43
2004,Cancer,North Dakota,1265,166.82
2004,Chronic liver disease and cirrhosis,North Dakota,58,8.31
2004,Chronic lower respiratory disease,North Dakota,273,34.59
2004,Diabetes,North Dakota,209,26.58
2004,Diseases of Heart,North Dakota,1470,178.04
2004,Essential hypertension and hypertensive renal disease,North Dakota,52,5.88
2004,Homicide,North Dakota,11,*
2004,Influenza and pneumonia,North Dakota,148,16.96
2004,Kidney Disease,North Dakota,55,6.38
2004,Parkinson's disease,North Dakota,55,6.6
2004,Pneumonitis due to solids and liquids,North Dakota,32,3.79
2004,Septicemia,North Dakota,33,4.27
2004,Stroke,North Dakota,475,55.44
2004,Suicide,North Dakota,73,11.14
2004,Unintentional Injuries,North Dakota,274,38.09
2004,All Causes,Ohio,106288,867.1
2004,Alzheimer's disease,Ohio,2927,23.69
2004,Cancer,Ohio,24940,202.13
2004,Chronic liver disease and cirrhosis,Ohio,1063,8.7
2004,Chronic lower respiratory disease,Ohio,5896,47.84
2004,Diabetes,Ohio,3615,29.33
2004,Diseases of Heart,Ohio,29078,235.82
2004,Essential hypertension and hypertensive renal disease,Ohio,1143,9.28
2004,Homicide,Ohio,563,5
2004,Influenza and pneumonia,Ohio,2204,17.89
2004,Kidney Disease,Ohio,1896,15.39
2004,Parkinson's disease,Ohio,776,6.28
2004,Pneumonitis due to solids and liquids,Ohio,740,5.98
2004,Septicemia,Ohio,1488,12.11
2004,Stroke,Ohio,6501,52.77
2004,Suicide,Ohio,1319,11.37
2004,Unintentional Injuries,Ohio,4234,36.09
2004,All Causes,Oklahoma,34483,945.6
2004,Alzheimer's disease,Oklahoma,867,24.17
2004,Cancer,Oklahoma,7269,196.03
2004,Chronic liver disease and cirrhosis,Oklahoma,386,10.36
2004,Chronic lower respiratory disease,Oklahoma,1985,53.88
2004,Diabetes,Oklahoma,1139,30.9
2004,Diseases of Heart,Oklahoma,10335,283.15
2004,Essential hypertension and hypertensive renal disease,Oklahoma,236,6.46
2004,Homicide,Oklahoma,221,6.33
2004,Influenza and pneumonia,Oklahoma,810,22.45
2004,Kidney Disease,Oklahoma,565,15.5
2004,Parkinson's disease,Oklahoma,216,5.96
2004,Pneumonitis due to solids and liquids,Oklahoma,248,6.9
2004,Septicemia,Oklahoma,414,11.27
2004,Stroke,Oklahoma,2183,60.31
2004,Suicide,Oklahoma,506,14.43
2004,Unintentional Injuries,Oklahoma,1947,55.04
2004,All Causes,Oregon,30313,786.4
2004,Alzheimer's disease,Oregon,1262,31.8
2004,Cancer,Oregon,7236,188.82
2004,Chronic liver disease and cirrhosis,Oregon,390,10.14
2004,Chronic lower respiratory disease,Oregon,1778,46.69
2004,Diabetes,Oregon,1073,27.89
2004,Diseases of Heart,Oregon,6725,172.35
2004,Essential hypertension and hypertensive renal disease,Oregon,358,9.04
2004,Homicide,Oregon,112,3.13
2004,Influenza and pneumonia,Oregon,558,14.13
2004,Kidney Disease,Oregon,308,7.98
2004,Parkinson's disease,Oregon,320,8.33
2004,Pneumonitis due to solids and liquids,Oregon,171,4.33
2004,Septicemia,Oregon,198,5.11
2004,Stroke,Oregon,2328,59.51
2004,Suicide,Oregon,555,15.05
2004,Unintentional Injuries,Oregon,1444,38.86
2004,All Causes,Pennsylvania,127640,841.3
2004,Alzheimer's disease,Pennsylvania,3277,20.18
2004,Cancer,Pennsylvania,29424,196.05
2004,Chronic liver disease and cirrhosis,Pennsylvania,1101,7.7
2004,Chronic lower respiratory disease,Pennsylvania,5978,38.62
2004,Diabetes,Pennsylvania,3579,23.59
2004,Diseases of Heart,Pennsylvania,36434,233.83
2004,Essential hypertension and hypertensive renal disease,Pennsylvania,960,6.13
2004,Homicide,Pennsylvania,683,5.76
2004,Influenza and pneumonia,Pennsylvania,2938,18.57
2004,Kidney Disease,Pennsylvania,3067,19.71
2004,Parkinson's disease,Pennsylvania,1019,6.4
2004,Pneumonitis due to solids and liquids,Pennsylvania,1218,7.66
2004,Septicemia,Pennsylvania,2491,16.26
2004,Stroke,Pennsylvania,7792,49.56
2004,Suicide,Pennsylvania,1410,11.08
2004,Unintentional Injuries,Pennsylvania,5200,39.11
2004,All Causes,Rhode Island,9769,766
2004,Alzheimer's disease,Rhode Island,283,20.14
2004,Cancer,Rhode Island,2418,196.84
2004,Chronic liver disease and cirrhosis,Rhode Island,129,11.09
2004,Chronic lower respiratory disease,Rhode Island,463,36.29
2004,Diabetes,Rhode Island,280,22.42
2004,Diseases of Heart,Rhode Island,2969,225.92
2004,Essential hypertension and hypertensive renal disease,Rhode Island,74,5.39
2004,Homicide,Rhode Island,29,2.7
2004,Influenza and pneumonia,Rhode Island,260,19.28
2004,Kidney Disease,Rhode Island,131,9.9
2004,Parkinson's disease,Rhode Island,52,3.86
2004,Pneumonitis due to solids and liquids,Rhode Island,55,4.05
2004,Septicemia,Rhode Island,83,6.34
2004,Stroke,Rhode Island,522,39.81
2004,Suicide,Rhode Island,85,7.59
2004,Unintentional Injuries,Rhode Island,298,24.8
2004,All Causes,South Carolina,37276,909.5
2004,Alzheimer's disease,South Carolina,1245,33.3
2004,Cancer,South Carolina,8348,195.82
2004,Chronic liver disease and cirrhosis,South Carolina,457,10.33
2004,Chronic lower respiratory disease,South Carolina,1792,43.47
2004,Diabetes,South Carolina,1165,27.77
2004,Diseases of Heart,South Carolina,9182,225.57
2004,Essential hypertension and hypertensive renal disease,South Carolina,387,9.65
2004,Homicide,South Carolina,323,7.76
2004,Influenza and pneumonia,South Carolina,770,19.68
2004,Kidney Disease,South Carolina,818,20.13
2004,Parkinson's disease,South Carolina,235,6.06
2004,Pneumonitis due to solids and liquids,South Carolina,339,8.76
2004,Septicemia,South Carolina,625,15.14
2004,Stroke,South Carolina,2643,66.54
2004,Suicide,South Carolina,482,11.3
2004,Unintentional Injuries,South Carolina,2094,50.1
2004,All Causes,South Dakota,6833,752.4
2004,Alzheimer's disease,South Dakota,243,23.85
2004,Cancer,South Dakota,1555,177.48
2004,Chronic liver disease and cirrhosis,South Dakota,95,11.81
2004,Chronic lower respiratory disease,South Dakota,391,42.89
2004,Diabetes,South Dakota,229,25.38
2004,Diseases of Heart,South Dakota,1783,189.24
2004,Essential hypertension and hypertensive renal disease,South Dakota,58,5.98
2004,Homicide,South Dakota,24,3.15
2004,Influenza and pneumonia,South Dakota,179,18.17
2004,Kidney Disease,South Dakota,92,9.88
2004,Parkinson's disease,South Dakota,64,6.58
2004,Pneumonitis due to solids and liquids,South Dakota,49,5.2
2004,Septicemia,South Dakota,42,4.78
2004,Stroke,South Dakota,469,48.69
2004,Suicide,South Dakota,112,14.79
2004,Unintentional Injuries,South Dakota,416,50.86
2004,All Causes,Tennessee,55829,952.8
2004,Alzheimer's disease,Tennessee,1615,29.26
2004,Cancer,Tennessee,12586,208.14
2004,Chronic liver disease and cirrhosis,Tennessee,637,10.2
2004,Chronic lower respiratory disease,Tennessee,2987,50.72
2004,Diabetes,Tennessee,1882,31.55
2004,Diseases of Heart,Tennessee,15038,258.63
2004,Essential hypertension and hypertensive renal disease,Tennessee,545,9.52
2004,Homicide,Tennessee,417,7.06
2004,Influenza and pneumonia,Tennessee,1571,27.78
2004,Kidney Disease,Tennessee,680,11.7
2004,Parkinson's disease,Tennessee,313,5.55
2004,Pneumonitis due to solids and liquids,Tennessee,465,8.28
2004,Septicemia,Tennessee,538,9.25
2004,Stroke,Tennessee,3680,64.55
2004,Suicide,Tennessee,792,13.18
2004,Unintentional Injuries,Tennessee,3156,53.55
2004,All Causes,Texas,152870,835.9
2004,Alzheimer's disease,Texas,4336,26.44
2004,Cancer,Texas,33937,182.09
2004,Chronic liver disease and cirrhosis,Texas,2281,11.28
2004,Chronic lower respiratory disease,Texas,7402,41.94
2004,Diabetes,Texas,5435,29.69
2004,Diseases of Heart,Texas,40196,226.93
2004,Essential hypertension and hypertensive renal disease,Texas,1361,7.83
2004,Homicide,Texas,1416,6.2
2004,Influenza and pneumonia,Texas,3209,18.62
2004,Kidney Disease,Texas,2561,14.4
2004,Parkinson's disease,Texas,1113,6.63
2004,Pneumonitis due to solids and liquids,Texas,1029,6.04
2004,Septicemia,Texas,2424,13.36
2004,Stroke,Texas,9853,56.88
2004,Suicide,Texas,2300,10.66
2004,Unintentional Injuries,Texas,8323,39.72
2004,All Causes,United States,2397615,813.7
2004,Alzheimer's disease,United States,65965,22.6
2004,Cancer,United States,553888,186.79
2004,Chronic liver disease and cirrhosis,United States,27013,8.96
2004,Chronic lower respiratory disease,United States,121987,41.61
2004,Diabetes,United States,73138,24.75
2004,Diseases of Heart,United States,652486,221.6
2004,Essential hypertension and hypertensive renal disease,United States,23076,7.86
2004,Homicide,United States,17357,5.89
2004,Influenza and pneumonia,United States,59664,20.37
2004,Kidney Disease,United States,42480,14.45
2004,Parkinson's disease,United States,17989,6.19
2004,Pneumonitis due to solids and liquids,United States,16780,5.74
2004,Septicemia,United States,33373,11.32
2004,Stroke,United States,150074,51.18
2004,Suicide,United States,32439,10.99
2004,Unintentional Injuries,United States,112012,38.06
2004,All Causes,Utah,13331,768.8
2004,Alzheimer's disease,Utah,376,23.63
2004,Cancer,Utah,2445,141.06
2004,Chronic liver disease and cirrhosis,Utah,117,6.32
2004,Chronic lower respiratory disease,Utah,595,35.61
2004,Diabetes,Utah,485,28.63
2004,Diseases of Heart,Utah,2942,178.11
2004,Essential hypertension and hypertensive renal disease,Utah,86,5.34
2004,Homicide,Utah,45,1.87
2004,Influenza and pneumonia,Utah,384,23.27
2004,Kidney Disease,Utah,235,14.26
2004,Parkinson's disease,Utah,162,10.14
2004,Pneumonitis due to solids and liquids,Utah,78,4.71
2004,Septicemia,Utah,112,6.57
2004,Stroke,Utah,790,48.55
2004,Suicide,Utah,377,17.18
2004,Unintentional Injuries,Utah,697,33.39
2004,All Causes,Vermont,4995,749.4
2004,Alzheimer's disease,Vermont,173,25.88
2004,Cancer,Vermont,1212,179.47
2004,Chronic liver disease and cirrhosis,Vermont,47,6.92
2004,Chronic lower respiratory disease,Vermont,296,44.95
2004,Diabetes,Vermont,150,22.63
2004,Diseases of Heart,Vermont,1289,192.32
2004,Essential hypertension and hypertensive renal disease,Vermont,35,5.23
2004,Homicide,Vermont,10,*
2004,Influenza and pneumonia,Vermont,86,12.74
2004,Kidney Disease,Vermont,57,8.53
2004,Parkinson's disease,Vermont,53,8.08
2004,Pneumonitis due to solids and liquids,Vermont,31,4.54
2004,Septicemia,Vermont,31,4.68
2004,Stroke,Vermont,302,44.96
2004,Suicide,Vermont,93,14.54
2004,Unintentional Injuries,Vermont,253,39.36
2004,All Causes,Virginia,56550,820.5
2004,Alzheimer's disease,Virginia,1480,23.16
2004,Cancer,Virginia,13385,188.51
2004,Chronic liver disease and cirrhosis,Virginia,545,7.16
2004,Chronic lower respiratory disease,Virginia,2730,40.38
2004,Diabetes,Virginia,1602,22.92
2004,Diseases of Heart,Virginia,14284,210.38
2004,Essential hypertension and hypertensive renal disease,Virginia,505,7.5
